PROPERTY_TYPE	PROPERTY_VALUE	SEMANTIC_TAG	STUDY	BIOENTITY	ANNOTATOR	ANNOTATION_DATE
organism part	root (seedling)	http://www.orpha.net/ORDO/Orphanet_35	E-MTAB-2809	seq_assay_for_ERS155521	Eleanor Williams	10/12/2014 21:28
organism part	shoot	http://www.orpha.net/ORDO/Orphanet_33	E-MTAB-2809	ERS155510	Eleanor Williams	10/12/2014 21:28
organism part	shoot (seedling)	http://www.orpha.net/ORDO/Orphanet_28	E-MTAB-2809	seq_assay_for_ERS155510	Eleanor Williams	10/12/2014 21:28
cell line	OVCAR-4	http://www.orpha.net/ORDO/Orphanet_27	E-MTAB-2980	CCLE-OVCAR-4-RNA-08	Eleanor Williams	10/01/2015 21:28
cell line	OVCAR-8	http://www.orpha.net/ORDO/Orphanet_26	E-MTAB-2980	CCLE-OVCAR-8-RNA-08	Eleanor Williams	10/01/2015 21:28
cell line	SK-MEL-5	http://www.orpha.net/ORDO/Orphanet_25	E-MTAB-2980	CCLE-SK-MEL-5-RNA-08	Eleanor Williams	10/01/2015 21:28
strain	Ws-0	http://www.orpha.net/ORDO/Orphanet_23	E-GEOD-30720	GSM762106 1	Eleanor Williams	10/01/2015 21:28
cell line	769-P	http://www.orpha.net/ORDO/Orphanet_18	E-MTAB-2706	Sample 372	Maria Keays	13/03/2015 18:37
cell line	786-O	http://www.orpha.net/ORDO/Orphanet_16	E-MTAB-2706	Sample 373	Maria Keays	13/03/2015 18:37
cell line	786-O	http://www.orpha.net/ORDO/Orphanet_15	E-MTAB-2980	CCLE-786-O-RNA-08	Maria Keays	13/03/2015 18:37
cell line	A-375	http://www.orpha.net/ORDO/Orphanet_13	E-MTAB-2706	Sample 476	Maria Keays	13/03/2015 18:37
cell line	A-427	http://edamontology.org/data_3103	E-MTAB-2706	Sample 111	Maria Keays	13/03/2015 18:37
cell line	A-498	http://edamontology.org/topic_3382	E-MTAB-2706	Sample 641	Maria Keays	13/03/2015 18:37
cell line	A-498	http://purl.obolibrary.org/obo/HP_0003745	E-MTAB-2980	CCLE-A-498-RNA-08	Maria Keays	13/03/2015 18:37
cell line	A-673	http://purl.obolibrary.org/obo/NCIT_C100128|http://purl.obolibrary.org/obo/NCIT_C62649|http://purl.obolibrary.org/obo/NCIT_C71588|http://purl.obolibrary.org/obo/NCIT_C71587	E-MTAB-2706	Sample 368	Maria Keays	13/03/2015 18:37
cell line	AsPC-1	http://purl.obolibrary.org/obo/NCIT_C150737	E-MTAB-2706	Sample 203	Maria Keays	13/03/2015 18:37
cell line	AZ521	http://purl.obolibrary.org/obo/NCIT_C16576	E-GEOD-42937	GSM1053586 1	Maria Keays	13/03/2015 18:37
cell line	BFTC-905	http://purl.obolibrary.org/obo/NCIT_C16696	E-MTAB-2706	Sample 413	Maria Keays	13/03/2015 18:37
cell line	BT-20	http://purl.obolibrary.org/obo/NCIT_C17248	E-MTAB-2706	Sample 43	Maria Keays	13/03/2015 18:37
cell line	BT-483	http://purl.obolibrary.org/obo/NCIT_C18086	E-MTAB-2706	Sample 45	Maria Keays	13/03/2015 18:37
cell line	BxPC-3	http://purl.obolibrary.org/obo/NCIT_C19177	E-MTAB-2706	Sample 318	Maria Keays	13/03/2015 18:37
cell line	C-33 A	http://purl.obolibrary.org/obo/NCIT_C20108	E-MTAB-2706	Sample 559	Maria Keays	13/03/2015 18:37
cell line	Caki-1	http://purl.obolibrary.org/obo/NCIT_C20197|http://purl.obolibrary.org/obo/NCIT_C16576	E-MTAB-2706	Sample 459	Maria Keays	13/03/2015 18:37
cell line	Caki-1	http://purl.obolibrary.org/obo/NCIT_C25162	E-MTAB-2980	CCLE-Caki-1-RNA-08	Maria Keays	13/03/2015 18:37
cell line	Caki-2	http://purl.obolibrary.org/obo/NCIT_C25174	E-MTAB-2706	Sample 374	Maria Keays	13/03/2015 18:37
cell line	CAL-120	http://purl.obolibrary.org/obo/NCIT_C25289	E-MTAB-2706	Sample 47	Maria Keays	13/03/2015 18:37
cell line	CAL-148	http://purl.obolibrary.org/obo/NCIT_C25365	E-MTAB-2706	Sample 48	Maria Keays	13/03/2015 18:37
cell line	CAL-85-1	http://purl.obolibrary.org/obo/NCIT_C25458	E-MTAB-2706	Sample 49	Maria Keays	13/03/2015 18:37
cell line	CAL51	http://purl.obolibrary.org/obo/NCIT_C25464	E-MTAB-2706	Sample 302	Maria Keays	13/03/2015 18:37
cell line	Calu-1	http://purl.obolibrary.org/obo/NCIT_C25680	E-MTAB-2706	Sample 675	Maria Keays	13/03/2015 18:37
cell line	Calu-3	http://purl.obolibrary.org/obo/NCIT_C25741	E-MTAB-2706	Sample 112	Maria Keays	13/03/2015 18:37
cell line	CAMA-1	http://purl.obolibrary.org/obo/NCIT_C28226	E-MTAB-2706	Sample 50	Maria Keays	13/03/2015 18:37
cell line	Caov-3	http://purl.obolibrary.org/obo/NCIT_C28248	E-MTAB-2706	Sample 188	Maria Keays	13/03/2015 18:37
cell line	Capan-1	http://purl.obolibrary.org/obo/NCIT_C29846	E-MTAB-2706	Sample 204	Maria Keays	13/03/2015 18:37
cell line	ChaGo-K-1	http://purl.obolibrary.org/obo/NCIT_C40978	E-MTAB-2706	Sample 442	Maria Keays	13/03/2015 18:37
cell line	CHL-1	http://purl.obolibrary.org/obo/NCIT_C42775	E-MTAB-2706	Sample 243	Maria Keays	13/03/2015 18:37
cell line	CHP-212	http://purl.obolibrary.org/obo/NCIT_C49487	E-MTAB-2706	Sample 336	Maria Keays	13/03/2015 18:37
cell line	COLO 201	http://purl.obolibrary.org/obo/NCIT_C71398	E-MTAB-2706	Sample 92	Maria Keays	13/03/2015 18:37
cell line	COLO 205	http://purl.obolibrary.org/obo/NCIT_C71399	E-MTAB-2706	Sample 360	Maria Keays	13/03/2015 18:37
cell line	COLO 320DM	http://purl.obolibrary.org/obo/NCIT_C71408	E-MTAB-2706	Sample 93	Maria Keays	13/03/2015 18:37
cell line	COLO 829	http://purl.obolibrary.org/obo/NCIT_C71409	E-MTAB-2706	Sample 232	Maria Keays	13/03/2015 18:37
cell line	COLO-704	http://purl.obolibrary.org/obo/NCIT_C76325	E-MTAB-2706	Sample 391	Maria Keays	13/03/2015 18:37
cell line	COR-L279	http://purl.obolibrary.org/obo/NCIT_C78343	E-MTAB-2706	Sample 576	Maria Keays	13/03/2015 18:37
cell line	COR-L88	http://purl.obolibrary.org/obo/NCIT_C93495	E-MTAB-2706	Sample 567	Maria Keays	13/03/2015 18:37
cell line	DAOY	http://purl.obolibrary.org/obo/NCIT_C96576	E-GEOD-7578	GSE7578GSM182011	Maria Keays	13/03/2015 18:37
cell line	DMS 273	http://purl.obolibrary.org/obo/NCIT_C96582	E-MTAB-2706	Sample 529	Maria Keays	13/03/2015 18:37
cell line	DMS 79	http://purl.obolibrary.org/obo/OMIABIS_0000000	E-MTAB-2706	Sample 566	Maria Keays	13/03/2015 18:37
cell line	DOHH-2	http://purl.obolibrary.org/obo/OMIT_0012253	E-MTAB-2706	Sample 142	Maria Keays	13/03/2015 18:37
cell line	DU 145	http://semanticscience.org/resource/SIO_000035	E-MTAB-2706	Sample 397	Maria Keays	13/03/2015 18:37
cell line	DU 145	http://www.ebi.ac.uk/efo/EFO_0003917	E-MTAB-2980	CCLE-DU 145-RNA-08	Maria Keays	13/03/2015 18:37
cell line	EB-3	http://www.ebi.ac.uk/efo/EFO_0004918	E-MTAB-2706	Sample 143	Maria Keays	13/03/2015 18:37
cell line	EFM-19	http://www.orpha.net/ORDO/Orphanet_409943	E-MTAB-2706	Sample 51	Maria Keays	13/03/2015 18:37
cell line	ES-2	http://www.orpha.net/ORDO/Orphanet_409943	E-MTAB-2706	Sample 191	Maria Keays	13/03/2015 18:37
cell line	FU97	http://www.ebi.ac.uk/efo/EFO_0000246	E-MTAB-2706	Sample 26	Maria Keays	13/03/2015 18:37
cell line	G-402	http://purl.obolibrary.org/obo/NCIT_C156420	E-MTAB-2706	Sample 569	Maria Keays	13/03/2015 18:37
cell line	GA-10	http://purl.obolibrary.org/obo/NCIT_C25398	E-MTAB-2706	Sample 146	Maria Keays	13/03/2015 18:37
cell line	GRANTA-519	http://purl.obolibrary.org/obo/NCIT_C25460	E-MTAB-2706	Sample 147	Maria Keays	13/03/2015 18:37
cell line	H441	http://purl.obolibrary.org/obo/NCIT_C96576	E-GEOD-43459	GSM1062878 1	Maria Keays	13/03/2015 18:37
cell line	HBL-100	http://purl.obolibrary.org/obo/NCIT_C96582	E-MTAB-2706	Sample 304	Maria Keays	13/03/2015 18:37
cell line	HCC-15	http://purl.obolibrary.org/obo/NCIT_C25165	E-MTAB-2706	Sample 121	Maria Keays	13/03/2015 18:37
cell line	HCC1419	http://purl.obolibrary.org/obo/NCIT_C52641	E-MTAB-2706	Sample 57	Maria Keays	13/03/2015 18:37
cell line	HCC1806	http://purl.obolibrary.org/obo/NCIT_C40974	E-MTAB-2706	Sample 62	Maria Keays	13/03/2015 18:37
cell line	HCC193	http://purl.obolibrary.org/obo/NCIT_C17357	E-MTAB-2706	Sample 471	Maria Keays	13/03/2015 18:37
cell line	HCC202	http://purl.obolibrary.org/obo/NCIT_C116570	E-MTAB-2706	Sample 65	Maria Keays	13/03/2015 18:37
cell line	HCC2935	http://purl.obolibrary.org/obo/NCIT_C114095	E-MTAB-2706	Sample 272	Maria Keays	13/03/2015 18:37
cell line	HCT 116	http://purl.obolibrary.org/obo/OMIT_0027083	E-MTAB-2706	Sample 362	Maria Keays	13/03/2015 18:37
cell line	HCT 116	http://purl.obolibrary.org/obo/NCIT_C16612	E-MTAB-2980	CCLE-HCT 116-RNA-08	Maria Keays	13/03/2015 18:37
cell line	HCT-116	http://purl.obolibrary.org/obo/NCIT_C15240	E-GEOD-42735	GSM1048957 1	Maria Keays	13/03/2015 18:37
cell line	HEC-1-A	http://purl.obolibrary.org/obo/NCIT_C71399	E-MTAB-2706	Sample 518	Maria Keays	13/03/2015 18:37
cell line	HEK-293	http://purl.obolibrary.org/obo/NCIT_C96577	E-GEOD-22611	GSM560880 1	Maria Keays	13/03/2015 18:37
cell line	Hep G2	http://purl.obolibrary.org/obo/NCIT_C96583	E-MTAB-2706	Sample 535	Maria Keays	13/03/2015 18:37
cell line	HPAF-II	http://purl.obolibrary.org/obo/NCIT_C96578	E-MTAB-2706	Sample 208	Maria Keays	13/03/2015 18:37
cell line	HS-Sultan	http://purl.obolibrary.org/obo/NCIT_C96584	E-MTAB-2706	Sample 148	Maria Keays	13/03/2015 18:37
cell line	HT-1080	http://purl.obolibrary.org/obo/NCIT_C96584	E-MTAB-2706	Sample 384	Maria Keays	13/03/2015 18:37
cell line	HuH-7	http://purl.obolibrary.org/obo/NCIT_C71398	E-MTAB-2706	Sample 376	Maria Keays	13/03/2015 18:37
cell line	Huh7.5.1	http://purl.obolibrary.org/obo/NCIT_C71402	E-GEOD-23031	GSM568466 1	Maria Keays	13/03/2015 18:37
cell line	HUP-T4	http://purl.obolibrary.org/obo/NCIT_C96655	E-MTAB-2706	Sample 320	Maria Keays	13/03/2015 18:37
cell line	IGROV1	http://purl.obolibrary.org/obo/NCIT_C71403	E-MTAB-2980	CCLE-IGROV1-RNA-08	Maria Keays	13/03/2015 18:37
cell line	INS-1	http://purl.obolibrary.org/obo/NCIT_C96657	E-MTAB-3146	IL-1_beta_JNK2_shRNA_6h_2	Maria Keays	13/03/2015 18:37
cell line	JEKO-1	http://purl.obolibrary.org/obo/NCIT_C101221	E-MTAB-2706	Sample 150	Maria Keays	13/03/2015 18:37
cell line	JIMT-1	http://purl.obolibrary.org/obo/NCIT_C54633	E-MTAB-2706	Sample 70	Maria Keays	13/03/2015 18:37
cell line	"Jurkat, Clone E6-1"	http://www.ebi.ac.uk/efo/EFO_0006784	E-MTAB-2706	Sample 424	Maria Keays	13/03/2015 18:37
cell line	K-562	http://purl.obolibrary.org/obo/NCIT_C16696	E-MTAB-2706	Sample 589	Maria Keays	13/03/2015 18:37
cell line	K-562	http://purl.obolibrary.org/obo/NCIT_C71588	E-MTAB-2919	K-562-SM-2TF5R	Maria Keays	13/03/2015 18:37
cell line	K-562	http://purl.obolibrary.org/obo/NCIT_C99531	E-MTAB-2980	CCLE-K-562-RNA-08	Maria Keays	13/03/2015 18:37
cell line	KARPAS-422	http://edamontology.org/topic_3382	E-MTAB-2706	Sample 153	Maria Keays	13/03/2015 18:37
cell line	KATO III	http://purl.obolibrary.org/obo/NCIT_C71384	E-MTAB-2706	Sample 453	Maria Keays	13/03/2015 18:37
cell line	KG-1	http://purl.obolibrary.org/obo/NCIT_C54074	E-MTAB-2706	Sample 32	Maria Keays	13/03/2015 18:37
cell line	KMS-11	http://purl.obolibrary.org/obo/NCIT_C150762	E-MTAB-2706	Sample 252	Maria Keays	13/03/2015 18:37
cell line	KPL-1	http://purl.obolibrary.org/obo/NCIT_C81239	E-MTAB-2706	Sample 71	Maria Keays	13/03/2015 18:37
cell line	KYSE-30	http://purl.obolibrary.org/obo/NCIT_C25189	E-MTAB-2706	Sample 659	Maria Keays	13/03/2015 18:37
cell line	LP-1	http://purl.obolibrary.org/obo/NCIT_C40974	E-MTAB-2706	Sample 261	Maria Keays	13/03/2015 18:37
cell line	LS 174T	http://purl.obolibrary.org/obo/OPMI_0000100	E-MTAB-2706	Sample 364	Maria Keays	13/03/2015 18:37
cell line	M059J	http://purl.obolibrary.org/obo/NCIT_C25381	E-MTAB-2706	Sample 573	Maria Keays	13/03/2015 18:37
cell line	MDA-MB-134-VI	http://purl.obolibrary.org/obo/NCIT_C92931	E-MTAB-2706	Sample 308	Maria Keays	13/03/2015 18:37
cell line	MDA-MB-157	http://purl.obolibrary.org/obo/NCIT_C71409	E-MTAB-2706	Sample 75	Maria Keays	13/03/2015 18:37
cell line	MDA-MB-175-VII	http://purl.obolibrary.org/obo/NCIT_C71408	E-MTAB-2706	Sample 309	Maria Keays	13/03/2015 18:37
cell line	MDA-MB-361	http://purl.obolibrary.org/obo/NCIT_C20821	E-MTAB-2706	Sample 310	Maria Keays	13/03/2015 18:37
cell line	MDA-MB-415	http://purl.obolibrary.org/obo/NCIT_C28174	E-MTAB-2706	Sample 78	Maria Keays	13/03/2015 18:37
cell line	MDA-MB-435	http://purl.obolibrary.org/obo/NCIT_C53279	E-MTAB-2706	Sample 237	Maria Keays	13/03/2015 18:37
cell line	MDA-MB-436	http://purl.obolibrary.org/obo/OMIT_0007913	E-GEOD-17636	GSM440192 1	Maria Keays	13/03/2015 18:37
cell line	MDA-MB-436	http://purl.obolibrary.org/obo/NCIT_C100128	E-MTAB-2706	Sample 79	Maria Keays	13/03/2015 18:37
cell line	MDA-MB-453	http://purl.obolibrary.org/obo/NCIT_C17357	E-MTAB-2706	Sample 80	Maria Keays	13/03/2015 18:37
cell line	MDA-MB-468	http://purl.obolibrary.org/obo/NCIT_C90492	E-MTAB-2706	Sample 311	Maria Keays	13/03/2015 18:37
cell line	MG-63	http://purl.obolibrary.org/obo/NCIT_C93993	E-MTAB-2706	Sample 334	Maria Keays	13/03/2015 18:37
cell line	MHH-PREB-1	http://purl.obolibrary.org/obo/OMIT_0012253	E-MTAB-2706	Sample 155	Maria Keays	13/03/2015 18:37
cell line	MKN-1	http://purl.obolibrary.org/obo/NCIT_C94483	E-MTAB-2706	Sample 20	Maria Keays	13/03/2015 18:37
cell line	MKN-7	http://purl.obolibrary.org/obo/NCIT_C62649	E-MTAB-2706	Sample 626	Maria Keays	13/03/2015 18:37
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
