"ID"	"IRI"	"PreferredTerm"	"Description"	"Code"
"urn:miriam:orphanet:2377"	"urn:miriam:orphanet:Orphanet_2377"	"Laurence-Moon syndrome"	"Laurence-Moon syndrome (LMS) is a very rare genetic multisystemic disorder characterized by pituitary dysfunction, ataxia, peripheral neuropathy, spastic paraplegia, and chorioretinal dystrophy."	"2377"
"urn:miriam:orphanet:2378"	"urn:miriam:orphanet:Orphanet_2378"	"Laurin-Sandrow syndrome"	"Laurin-Sandrow syndrome (LSS) is characterised by complete polysyndactyly of the hands, mirror feet and nose anomalies (hypoplasia of the nasal alae and short columella), often associated with ulnar and/or fibular duplication (and sometimes tibial agenesis). It has been described in less than 20 cases. Some cases with the same clinical signs but without nasal defects have also been reported, and may represent the same entity. The etiology of LSS is unknown. Different modes of inheritance have been suggested."	"2378"
"urn:miriam:orphanet:2379"	"urn:miriam:orphanet:Orphanet_2379"	"Early-onset parkinsonism-intellectual disability syndrome"	"Early-onset parkinsonism with intellectual deficit is a basal ganglia disorder characterised by parkinsonian-type symptoms (postural changes, tremor, rigidity), megalencephaly and variable intellectual deficit. Other signs are frontal bossing, persistent frontal lobe reflexes, strabismus and seizures. It has been described in three generations of one family. Transmission is X-linked, and the gene is located on chromosomal region Xq27.3-qter."	"2379"
"urn:miriam:orphanet:238"	"urn:miriam:orphanet:Orphanet_238"	"Digestive duplication"		"238"
"urn:miriam:orphanet:2380"	"urn:miriam:orphanet:Orphanet_2380"	"Legg-Calv̩-Perthes disease"	"Legg-Calve-Perthes disease (LCPD) is the term used to describe uni- or bilateral avascular necrosis (AVN) of the femoral head in children."	"2380"
"urn:miriam:orphanet:2382"	"urn:miriam:orphanet:Orphanet_2382"	"Lennox-Gastaut syndrome"	"Lennox-Gastaut syndrome (LGS) belongs to the group of severe childhood epileptic encephalopathies."	"2382"
"urn:miriam:orphanet:238269"	"urn:miriam:orphanet:Orphanet_238269"	"AApoAII amyloidosis"		"238269"
"urn:miriam:orphanet:238305"	"urn:miriam:orphanet:Orphanet_238305"	"Infundibulo-neurohypophysitis"		"238305"
"urn:miriam:orphanet:238329"	"urn:miriam:orphanet:Orphanet_238329"	"Severe X-linked mitochondrial encephalomyopathy"	"Severe X-linked mitochondrial encephalomyopathy is an extremely rare mitochondrial respiratory chain disease resulting in a neurodegenerative disorder characterized by psychomotor delay, hypotonia, areflexia, muscle weakness and wasting in the two patients reported to date."	"238329"
"urn:miriam:orphanet:238446"	"urn:miriam:orphanet:Orphanet_238446"	"15q11q13 microduplication syndrome"	"The 15q11-q13 microduplication (dup15q11-q13) syndrome is characterized by neurobehavioral disorders, hypotonia, cognitive deficit, language delay and seizures. Prevalence is unknown."	"238446"
"urn:miriam:orphanet:238455"	"urn:miriam:orphanet:Orphanet_238455"	"Infantile dystonia-parkinsonism"	"Infantile dystonia-parkinsonism (IPD) is an extremely rare inherited neurological syndrome that presents in early infancy with hypokinetic parkinsonism and dystonia and that can be fatal."	"238455"
"urn:miriam:orphanet:238459"	"urn:miriam:orphanet:Orphanet_238459"	"SLC35A1-CDG"	"SLC35A1-CDG is an extremely rare form of CDG syndrome (see this term) characterized clinically in the single reported case by repeated hemorrhagic incidents, including severe pulmonary hemorrhage."	"238459"
"urn:miriam:orphanet:238468"	"urn:miriam:orphanet:Orphanet_238468"	"Hypohidrotic ectodermal dysplasia"	"Hypohidrotic ectodermal dysplasia (HED) is a genetic disorder of ectoderm development characterized by malformation of ectodermal structures such as skin, hair, teeth and sweat glands. It comprises three clinically almost indistinguishable subtypes with impaired sweating as the key symptom: Christ-Siemens-Touraine (CST) syndrome (X-linked), autosomal recessive (AR), and autosomal dominant (AD) HED, as well as a fourth rare subtype with immunodeficiency as the key symptom (HED with immunodeficiency) (see these terms)."	"238468"
"urn:miriam:orphanet:238475"	"urn:miriam:orphanet:Orphanet_238475"	"Familial hypercholanemia"	"Familial hypercholanemia is a very rare genetic disorder characterized clinically by elevated serum bile acid concentrations, itching, and fat malabsorption reported in patients of Old Order Amish descent."	"238475"
"urn:miriam:orphanet:238505"	"urn:miriam:orphanet:Orphanet_238505"	"Autosomal recessive lymphoproliferative disease"	"Autosomal recessive lymphoproliferative disease is a rare combined T and B cell immunodeficiency with a predisposition to lymphoproliferative syndrome. It is characterized by persistent symptomatic EBV-viremia and hypogammaglobulinemia variably presenting with fever, lymphadenopathy and systemic inflammatory conditions including hepatitis, pneumonia and sepsis. It may be associated with lymphoma, hemophagocytic lymphohistiocytosis, and aplastic anemia."	"238505"
"urn:miriam:orphanet:238510"	"urn:miriam:orphanet:Orphanet_238510"	"Lymphoproliferative syndrome"		"238510"
"urn:miriam:orphanet:238517"	"urn:miriam:orphanet:Orphanet_238517"	"Hypotonia-cystinuria type 1 syndrome"		"238517"
"urn:miriam:orphanet:238523"	"urn:miriam:orphanet:Orphanet_238523"	"Atypical hypotonia-cystinuria syndrome"	"Atypical hypotonia-cystinuria syndrome is a form of hypotonia-cystinuria type 1 syndrome characterized by mild to moderate intellectual disability in addition to classic hypotonia-cystinuria syndrome phenotype (cystinuria type 1, generalised hypotonia, poor feeding, growth retardation, and minor facial dysmorphism)."	"238523"
"urn:miriam:orphanet:238536"	"urn:miriam:orphanet:Orphanet_238536"	"Congenital secondary polycythemia"		"238536"
"urn:miriam:orphanet:238544"	"urn:miriam:orphanet:Orphanet_238544"	"tetratricopeptide repeat domain 37"		"238544"
"urn:miriam:orphanet:238547"	"urn:miriam:orphanet:Orphanet_238547"	"Acquired secondary polycythemia"		"238547"
"urn:miriam:orphanet:238557"	"urn:miriam:orphanet:Orphanet_238557"	"Chuvash erythrocytosis"	"Chuvash erythrocytosis is a rare, genetic, congenital secondary polycythemia disorder characterized by increased hemoglobin, hematocrit and erythropoietin serum levels and normal oxygen affinity, which usually manifests with headache, dizziness, dyspnea and/or plethora. Patients present an increased risk of hemorrhage, thrombosis and early death."	"238557"
"urn:miriam:orphanet:238569"	"urn:miriam:orphanet:Orphanet_238569"	"Immune dysregulation-inflammatory bowel disease-arthritis-recurrent infections syndrome"	"Immune dysregulation-inflammatory bowel disease-arthritis-recurrent infections syndrome is a rare immune dysregulation disease with immunodeficiency characterized by severe, progressive infantile onset inflammatory bowel disease with pancolitis, perianal disease (ulceration, fistulae), recurrent respiratory, genitourinary and cutaneous infections, arthritis and a high risk of B-cell lymphoma."	"238569"
"urn:miriam:orphanet:238578"	"urn:miriam:orphanet:Orphanet_238578"	"Familial clubfoot due to 17q23.1q23.2 microduplication"	"17q23.1-q23.2 microduplication is a newly described cause of familial isolated clubfoot."	"238578"
"urn:miriam:orphanet:238583"	"urn:miriam:orphanet:Orphanet_238583"	"Hyperphenylalaninemia due to tetrahydrobiopterin deficiency"	"Hyperphenylalaninemia (HPA) due to tetrahydrobiopterin (BH4) deficiency, also known as malignant HPA is an amino acid disorder with neonatal onset that is clinically characterized by the classic manifestations of phenylketonuria (PKA; see this term) and that later on is clinically differentiated by neurologic symptoms such as microcephaly, intellectual disability, central hypotonia, delayed motor development, peripheral spasticity and seizures, that develop and persist despite an established metabolic control of plasma phenylalanine."	"238583"
"urn:miriam:orphanet:238593"	"urn:miriam:orphanet:Orphanet_238593"	"IgG4-related mesenteritis"	"Sclerosing mesenteritis (SM) is a rare pathological disease causing inflammation of the adipose tissue of the small bowel mesentery and is commonly associated with abdominal pain, diarrhea, nausea, weight loss, bloating and loss of appetite. The two subforms include mesenteric panniculitis (where inflammation and fatty necrosis are dominant features) and retractile mesenteritis (where fibrosis and retraction dominate)."	"238593"
"urn:miriam:orphanet:2386"	"urn:miriam:orphanet:Orphanet_2386"	"Leukoencephalopathy-palmoplantar keratoderma syndrome"	"Leukoencephalopathy-palmoplantar keratoderma syndrome is a rare, genetic epidermal disease characterized by early childhood-onset of punctate palmoplantar keratoderma in association with adult-onset leukoencephalopathy manifested by progressive tetrapyramidal syndrome and cognitive deterioration."	"2386"
"urn:miriam:orphanet:238606"	"urn:miriam:orphanet:Orphanet_238606"	"Primary orthostatic tremor"	"Primary orthostatic tremor (POT), or ``shaky legs syndrome'', is a rare movement disorder characterized by fast, task-specific tremor, affecting the legs and trunk while standing."	"238606"
"urn:miriam:orphanet:238613"	"urn:miriam:orphanet:Orphanet_238613"	"Beckwith-Wiedemann syndrome due to NSD1 mutation"		"238613"
"urn:miriam:orphanet:238624"	"urn:miriam:orphanet:Orphanet_238624"	"Idiopathic intracranial hypertension"	"Idiopathic intracranial hypertension is a neurological disorder characterized by isolated increased intracranial pressure manifesting with recurrent and persistent headaches, nausea, vomiting, progressive and transient obstruction of the visual field, papilledema. Visual loss can be irreversible."	"238624"
"urn:miriam:orphanet:238637"	"urn:miriam:orphanet:Orphanet_238637"	"Megacystis-megaureter syndrome"	"Megacystic-megaureter syndrome is an urinary tract malformation characterized by the presence of a massive primary non-obstructive vesicoureteral reflux and a large capacity, smooth, thin walled bladder due to the continual recycling of refluxed urine. Recurrent urinary infections are commonly associated with this condition."	"238637"
"urn:miriam:orphanet:238642"	"urn:miriam:orphanet:Orphanet_238642"	"Primary megaureter, adult-onset form"		"238642"
"urn:miriam:orphanet:238646"	"urn:miriam:orphanet:Orphanet_238646"	"Congenital primary megaureter, obstructed form"		"238646"
"urn:miriam:orphanet:238650"	"urn:miriam:orphanet:Orphanet_238650"	"Congenital primary megaureter, refluxing form"		"238650"
"urn:miriam:orphanet:238654"	"urn:miriam:orphanet:Orphanet_238654"	"Congenital primary megaureter, nonrefluxing and unobstructed form"		"238654"
"urn:miriam:orphanet:238666"	"urn:miriam:orphanet:Orphanet_238666"	"Isolated congenital hypogonadotropic hypogonadism"		"238666"
"urn:miriam:orphanet:238670"	"urn:miriam:orphanet:Orphanet_238670"	"Isolated thyrotropin-releasing hormone deficiency"		"238670"
"urn:miriam:orphanet:238688"	"urn:miriam:orphanet:Orphanet_238688"	"Neonatal iodine exposure"	"Neonatal iodine exposure is a rare endocrine disease characterized by the appearance of transient hypothyroidism, usually in preterm newborns, following long or short-term topical iodine exposure. Parenteral exposure from iodinated contrast agents may similarly alter thyroid funtion in term neonates."	"238688"
"urn:miriam:orphanet:238691"	"urn:miriam:orphanet:Orphanet_238691"	"OBSOLETE: Congenital liver hemangioma"		"238691"
"urn:miriam:orphanet:238696"	"urn:miriam:orphanet:Orphanet_238696"	"Transient congenital hypothyroidism due to maternal factor"		"238696"
"urn:miriam:orphanet:238699"	"urn:miriam:orphanet:Orphanet_238699"	"Transient congenital hypothyroidism due to neonatal factor"		"238699"
"urn:miriam:orphanet:2387"	"urn:miriam:orphanet:Orphanet_2387"	"Leukonychia totalis"	"Leukonychia totalis is a rare nail anomaly disorder characterized by complete white discoloration of the nails. Patients typically present white, chalky nails as an isolated finding, although other cutaneous or systemic manifestations could also be present."	"2387"
"urn:miriam:orphanet:238722"	"urn:miriam:orphanet:Orphanet_238722"	"Familial congenital mirror movements"		"238722"
"urn:miriam:orphanet:238744"	"urn:miriam:orphanet:Orphanet_238744"	"Mammary-digital-nail syndrome"	"Mammary-digital-nail syndrome is a syndromic limb malformation characterized by congenital onychodystrophy/anonychia, brachydactyly of the fifth finger, digitalization of the thumbs, with absence or hypoplasia of the distal phalanges of the hands and feet in association with juvenile hypertrophy of the breast with gigantomastia in peripubertal females."	"238744"
"urn:miriam:orphanet:238750"	"urn:miriam:orphanet:Orphanet_238750"	"4q21 microdeletion syndrome"	"The 4q21 microdeletion syndrome is a newly described syndrome associated with facial dysmorphism, progressive growth restriction, severe intellectual deficit and absent or severely delayed speech."	"238750"
"urn:miriam:orphanet:238755"	"urn:miriam:orphanet:Orphanet_238755"	"Autosomal dominant limb-girdle muscular dystrophy type 1H"	"Autosomal dominant limb-girdle muscular dystrophy type 1H (LGMD1H) is a subtype of autosomal dominant limb-girdle muscular dystrophy characterized by slowly progressive proximal muscular weakness initially affecting the lower limbs (and later involving the upper limbs), hypotrophy of upper and lower limb-girdle muscles, hyporeflexia, calf hypertrophy, and increased serum creatine kinase. There is no involvement of oculo-facial-bulbar muscles and cardiac muscle."	"238755"
"urn:miriam:orphanet:238763"	"urn:miriam:orphanet:Orphanet_238763"	"Glaucoma secondary to spherophakia/ectopia lentis and megalocornea"	"Glaucoma secondary to spherophakia/ectopia lentis and megalocornea is a rare, genetic, non-syndromic developmental defect of the eye disorder characterized by congenital megalocornea associated with spherophakia and/or ectopia lentis leading to pupillary block and secondary glaucoma. Additional features may include flat irides, iridodonesis, axial myopia, very deep anterior chambers, miotic, oval pupils without well-defined borders, ocular pain and irritability manifesting as conjunctival injection, corneal edema and central scarring, as well as a high arched palate."	"238763"
"urn:miriam:orphanet:238766"	"urn:miriam:orphanet:Orphanet_238766"	"Ptosis-syndactyly-learning difficulties syndrome"		"238766"
"urn:miriam:orphanet:238769"	"urn:miriam:orphanet:Orphanet_238769"	"1q44 microdeletion syndrome"	"1q44 microdeletion syndrome is a newly described syndrome associated with facial dysmorphism, developmental delay, in particular of expressive speech, seizures and hypotonia."	"238769"
